,feature,importance
551,loc_radosovice,2.0972758847346846e-06
251,loc_husinec,2.045817514519848e-06
583,loc_rychvald,2.0216444995657778e-06
57,loc_babice,2.0005917855387986e-06
782,loc_zleby,1.9922094840809707e-06
341,loc_krusovice,1.979033874139914e-06
456,loc_nezvestice,1.953264401308002e-06
580,loc_rumburk,1.9067204381854034e-06
550,loc_radnice,1.8854511851589144e-06
379,loc_lipa,1.8671345937989525e-06
677,loc_troubky,1.8211829779127485e-06
523,loc_polna,1.8178238493881437e-06
611,loc_solenice,1.7969293659085644e-06
160,loc_cimelice,1.7787038496000573e-06
605,loc_slusovice,1.6863859752336364e-06
441,loc_mosnov,1.6734756348202526e-06
524,loc_ponetovice,1.5922054177453217e-06
695,loc_urcice,1.5888621832511506e-06
764,loc_zborovice,1.5874758661228553e-06
371,loc_libis,1.564472741687554e-06
768,loc_zdanice,1.5551542417148936e-06
410,loc_manetin,1.5505027018118514e-06
283,loc_jistebnik,1.5498900439972256e-06
210,loc_hladke,1.5456951389929041e-06
336,loc_krivoklat,1.5443350324261632e-06
355,loc_lazany,1.5440334392238956e-06
578,loc_rudnik,1.5413878061143175e-06
149,loc_chotyne,1.5412511272285174e-06
733,loc_vrane,1.5111147044570018e-06
171,loc_dobrenice,1.4739275488199069e-06
82,loc_bochov,1.4473606130142207e-06
119,loc_budisovice,1.4188142821647987e-06
186,loc_duba,1.4012007738011642e-06
507,loc_petrovice,1.3860106064504797e-06
66,loc_belkovice,1.3522504443153745e-06
124,loc_cachovice,1.3504692629207717e-06
776,loc_zeletice,1.3503523498237292e-06
147,loc_chotesov,1.3437988325355268e-06
494,loc_otvovice,1.310774839020893e-06
421,loc_milicin,1.3010099533570281e-06
192,loc_dysina,1.2738673877631874e-06
549,loc_radimer,1.2482030992570413e-06
614,loc_srni,1.2325971072866925e-06
360,loc_letohrad,1.22803554108492e-06
321,loc_kostomlaty,1.227407312151503e-06
552,loc_radvanice,1.2115019298101075e-06
399,loc_lsteni,1.2097911122121565e-06
72,loc_bezverov,1.1460414693124587e-06
320,loc_kostice,1.130569897165836e-06
345,loc_kunstat,1.0978918966673446e-06
334,loc_krcman,1.0861059414001783e-06
638,loc_stremy,1.0834279820031219e-06
724,loc_vinarice,1.0693990082334218e-06
145,loc_choryne,1.0096895862126995e-06
450,loc_nemcicky,9.93356528960565e-07
650,loc_svihov,9.827856488740408e-07
579,loc_rudolfov,9.545225937397639e-07
662,loc_teresov,9.436359041811652e-07
80,loc_blazovice,9.368071787348856e-07
65,loc_belec,9.349397899620622e-07
384,loc_lisov,9.22276123318134e-07
357,loc_ledcice,9.081685537311997e-07
783,loc_zlechov,8.764328942846562e-07
282,loc_jistebnice,8.729366870675875e-07
720,loc_vezovata,8.700804557832711e-07
765,loc_zbraslavice,8.332084333528427e-07
738,loc_vrbno,8.323825995233207e-07
261,loc_jankov,8.312814117840733e-07
333,loc_krchleby,8.242245139756505e-07
534,loc_predboj,8.109755902779663e-07
400,loc_lubna,8.054317061917178e-07
181,loc_domasov,7.510515924774942e-07
235,loc_hostoun,7.405594958434474e-07
61,loc_bavorov,7.186408171653065e-07
721,loc_vidice,6.576467426804747e-07
673,loc_tremosna,6.527329742177781e-07
601,loc_slapy,6.527315546320319e-07
700,loc_vaclavovice,6.111986057118345e-07
331,loc_krasna,5.938395968137506e-07
512,loc_plumlov,5.72219929406107e-07
454,loc_neslovice,5.675206656133981e-07
306,loc_kobylnice,5.399516420280021e-07
177,loc_dobsice,5.326824923611243e-07
615,loc_srubec,5.110391313071982e-07
529,loc_potstat,5.082007723898269e-07
285,loc_kalek,4.2702977306080665e-07
112,loc_broumov,4.118451117071323e-07
464,loc_nucice,4.1011670102099876e-07
122,loc_bystrocice,3.2344223399792413e-07
586,loc_sadova,3.2032644056198795e-07
402,loc_luka,2.963316613204656e-07
97,loc_bozice,2.539409362064912e-07
365,loc_lhotka,2.2864670433125908e-07
165,loc_daleke,2.230521861738151e-07
560,loc_razova,2.0114924310278451e-07
779,loc_zihle,1.600614532381186e-07
495,loc_ovcary,1.5532088948711376e-07
430,loc_mnichovice,1.343559559636761e-07
142,loc_chocerady,1.0417247084885454e-07
91,loc_boretin,8.537268280608073e-08
772,loc_zdikov,3.852709044132248e-08
781,loc_zlate,3.375715638233224e-08
34,state,0.0
8,collective,0.0
25,personal,0.0
